Custom.Data.position,Custom.Data.salary_min,Custom.Data.salary_max,Custom.Data.experience,Custom.Data.degree,Custom.Data.work_place,Custom.Data.company_name,Custom.Data.company_type,Custom.Data.company_finance,Custom.Data.company_scale,Custom.Data.bonus,Custom.Data.url
2621MT-DBA,15k,25k,经验5-10年,本科,上海,平安租赁,金融,不需要融资,500-2000人,"五险一金,绩效奖金,带薪年假,定期体检",https://www.lagou.com/jobs/6072137.html
DBA,17k,34k,经验3-5年,本科,深圳,我来贷WeLab,金融,B轮,500-2000人,"技术牛,高成长空间,福利好,氛围好",https://www.lagou.com/jobs/6054443.html
云数据库管控开发/DBA(PostgreSQL),13k,26k,经验3-5年,本科,武汉,青云,数据服务,D轮及以上,150-500人,六险一金，年终奖，,https://www.lagou.com/jobs/6059050.html
高级dba,13k,20k,经验3-5年,本科,厦门,翼华科技,移动互联网,不需要融资,150-500人,五险一金，公司前景好，福利好等,https://www.lagou.com/jobs/5882341.html
运维+dba,7k,14k,经验3-5年,不限,长沙,中德安普,"移动互联网,教育",不需要融资,50-150人,五险一金 下午茶 项目奖金 年终奖,https://www.lagou.com/jobs/6066110.html
dba运维,15k,25k,经验3-5年,本科,深圳,数子引擎,移动互联网,不需要融资,15-50人,"工作环境,发展空间,不打卡",https://www.lagou.com/jobs/6025633.html
DBA研发工程师,25k,35k,经验3-5年,本科,北京,真融宝,金融,B轮,150-500人,"年终分红,节日福利,周末双休，定期体检",https://www.lagou.com/jobs/4425249.html
DBA,8k,15k,经验3-5年,本科,广州,幸福网络,"移动互联网,数据服务",不需要融资,150-500人,"基础14薪,丰厚业绩奖,发展大,牛人多",https://www.lagou.com/jobs/5443126.html
DBA开发工程师,15k,20k,经验3-5年,本科,杭州,浮云网络,"游戏,移动互联网",上市公司,150-500人,五险一金 工作生活平衡,https://www.lagou.com/jobs/3175670.html
00106- BI Developer - DBA,10k,15k,经验3-5年,本科,广州,AIA TSS,"移动互联网,其他",不需要融资,150-500人,六险一金 通讯补助 带薪年假 13薪,https://www.lagou.com/jobs/5723336.html
dba,20k,25k,经验5-10年,大专,深圳,深圳九明珠,"移动互联网,医疗丨健康",A轮,50-150人,五险一金 双休 节假日福利,https://www.lagou.com/jobs/5915023.html
DBA兼运维工程师,18k,36k,经验5-10年,本科,上海,杭银消费,金融,不需要融资,150-500人,"持牌公司,福利好,双休,团队氛围好",https://www.lagou.com/jobs/5990522.html
DBA开发工程师,18k,30k,经验3-5年,本科,深圳,平安金服,金融,上市公司,2000人以上,科技银行、大平台、优质福利,https://www.lagou.com/jobs/6081722.html
DBA,12k,18k,经验3-5年,大专,武汉,融众资本投资集团,"移动互联网,金融",上市公司,150-500人,竞争力薪酬 优质的平台,https://www.lagou.com/jobs/6057785.html
DBA/数据库管理员/MySQL/软件工程师,10k,15k,经验5-10年,大专,南宁,咪付,移动互联网,天使轮,50-150人,"DBA,mysql,数据库开发,清分结算",https://www.lagou.com/jobs/3823431.html
DBA,15k,30k,经验3-5年,本科,北京,新东方,教育,上市公司,2000人以上,平台大 技术强 福利待遇好 团队氛围好,https://www.lagou.com/jobs/5485594.html
DBA/数据库工程师,12k,22k,经验3-5年,大专,上海,Strikingly,移动互联网,A轮,150-500人,优秀初创企业、国际视野、发展前景,https://www.lagou.com/jobs/6047211.html
Oracle DBA,10k,20k,经验3-5年,大专,上海,51JOB,"移动互联网,企业服务",上市公司,2000人以上,"DBA,数据库",https://www.lagou.com/jobs/5031901.html
DBA专家（北京）07-03-13,22k,38k,经验5-10年,不限,北京,大搜车,汽车丨出行,D轮及以上,2000人以上,"五险一金,晋升通道,不打卡,生育津贴",https://www.lagou.com/jobs/5991471.html
DBA（高级数据库开发工程师）,18k,30k,经验3-5年,本科,北京,华樾教育,"移动互联网,教育",不需要融资,150-500人,"七险一金,年底双薪,弹性工作,出国游",https://www.lagou.com/jobs/3924533.html
dba,20k,30k,经验5-10年,本科,深圳,立羽美术,教育,未融资,50-150人,年终奖多,https://www.lagou.com/jobs/5518719.html
高级DBA工程师,20k,35k,经验3-5年,本科,北京,明略科技集团,"数据服务,广告营销",D轮及以上,2000人以上,福利待遇好 发展空间大,https://www.lagou.com/jobs/5759681.html
中级DBA,20k,40k,经验1-3年,本科,北京,罗辑思维,"移动互联网,文娱丨内容",D轮及以上,150-500人,大咖云集 福利极好 氛围极好 弹性工作,https://www.lagou.com/jobs/5372607.html
DBA工程师,15k,20k,经验3-5年,大专,广州,益玩游戏,游戏,B轮,150-500人,"六险一金,绩效奖金,员工旅游,包餐",https://www.lagou.com/jobs/5886081.html
DBA,18k,36k,经验3-5年,本科,北京,探探,"移动互联网,社交",D轮及以上,150-500人,免费三餐,https://www.lagou.com/jobs/5885502.html
DBA实习生,4k,5k,经验应届毕业生,本科,北京,罗辑思维,"移动互联网,文娱丨内容",D轮及以上,150-500人,"大咖云集,大牛亲代,氛围极好,环境极好",https://www.lagou.com/jobs/5054916.html
Oracle DBA（大数据产品）,20k,30k,经验5-10年,本科,上海,东方财富,金融,上市公司,2000人以上,上市公司；五险一金；领导nice,https://www.lagou.com/jobs/5991422.html
高级DBA,20k,25k,经验5-10年,本科,北京,奥琦玮,"移动互联网,消费生活",C轮,500-2000人,公积金全额 临近地铁 牛叉的研发团队,https://www.lagou.com/jobs/5943868.html
DBA工程师SH,7k,13k,经验1-3年,本科,上海,通联数据,金融,不需要融资,150-500人,"技术氛围浓,办公环境好,团队氛围佳",https://www.lagou.com/jobs/5990371.html
运维兼DBA,20k,30k,经验3-5年,大专,上海,上海芝托,"企业服务,移动互联网",未融资,15-50人,老板nice 环境好,https://www.lagou.com/jobs/6063611.html
DBA高级工程师,10k,20k,经验3-5年,本科,郑州,UU跑腿,"移动互联网,消费生活",B轮,150-500人,"五险一金,节日福利,员工旅游,带薪年假",https://www.lagou.com/jobs/4517184.html
高级DBA工程师,20k,30k,经验5-10年,本科,北京,掌阅,文娱丨内容,上市公司,500-2000人,"六险一金,上市公司,发展空间大",https://www.lagou.com/jobs/5917282.html
云存储DBA,20k,40k,经验1-3年,本科,北京,字节跳动,文娱丨内容,C轮,2000人以上,六险一金，免费三餐，租房补贴，休闲下午茶,https://www.lagou.com/jobs/5119513.html
DBA 高级工程师,15k,24k,经验3-5年,本科,杭州,涂鸦智能,"移动互联网,硬件",C轮,500-2000人,"公司氛围好,定期体检,学习空间大",https://www.lagou.com/jobs/5212227.html
高级DBA工程师,15k,25k,经验3-5年,本科,广州,奇异果科技,"移动互联网,游戏",不需要融资,50-150人,出国旅游 五险一金,https://www.lagou.com/jobs/5341424.html
DBA运维,15k,30k,经验3-5年,本科,深圳,悦动,"移动互联网,社交",C轮,150-500人,C轮独角兽；亿级用户量；每日下午茶,https://www.lagou.com/jobs/5846581.html
资深DBA工程师,25k,50k,经验5-10年,本科,上海,哔哩哔哩,"移动互联网,文娱丨内容",上市公司,2000人以上,"发展好,团队优秀，空间大，领导好",https://www.lagou.com/jobs/5759874.html
高级DBA工程师 (MJ000191),12k,24k,经验3-5年,本科,上海,锦江电商,"移动互联网,电商",不需要融资,500-2000人,1.4亿会员用户,https://www.lagou.com/jobs/5741293.html
高级DBA工程师,15k,25k,经验3-5年,大专,福州,龙腾简合,"游戏,移动互联网",未融资,500-2000人,周末双休、五险一金、年终奖金、带薪年假,https://www.lagou.com/jobs/6028799.html
基础技术部-资深DBA工程师/专家,25k,50k,经验3-5年,本科,上海,美团点评,消费生活,上市公司,2000人以上,精英团队,https://www.lagou.com/jobs/6077197.html
资深DBA工程师,15k,25k,经验3-5年,大专,成都,新希望六和,"电商,其他",上市公司,2000人以上,大平台 团队佳 大牛多,https://www.lagou.com/jobs/5353318.html
应用DBA,20k,30k,经验3-5年,本科,上海,国泰产险,金融,不需要融资,500-2000人,"蚂蚁控股,互联网保险,大平台,年轻有朝气",https://www.lagou.com/jobs/5186695.html
高级DBA工程师（MySql）,15k,30k,经验3-5年,大专,广州,要出发,"电商,消费生活",D轮及以上,500-2000人,五险一金 双休 下午茶 员工内部优惠旅游,https://www.lagou.com/jobs/549567.html
高级DBA工程师,18k,28k,经验3-5年,本科,北京,掌阅,文娱丨内容,上市公司,500-2000人,"千万级用户,高并发系统,专业一带一",https://www.lagou.com/jobs/5914737.html
DBA工程师,15k,25k,经验3-5年,本科,北京,anicert,移动互联网,不需要融资,50-150人,稳定国企，发展空间大。,https://www.lagou.com/jobs/5987295.html
DBA工程师,8k,16k,经验3-5年,大专,成都,中铁鲁班,"电商,金融",不需要融资,50-150人,央企,https://www.lagou.com/jobs/6033631.html
高级DBA工程师,20k,40k,经验1-3年,本科,上海,哔哩哔哩,"移动互联网,文娱丨内容",上市公司,2000人以上,"发展好,团队优秀，空间大，领导好",https://www.lagou.com/jobs/5828729.html
DBA工程师,10k,15k,经验3-5年,大专,深圳,迅策科技,"移动互联网,数据服务",A轮,50-150人,"人工智能,金融科技,六险一金,发展前景佳",https://www.lagou.com/jobs/5152568.html
dba运维,10k,15k,经验3-5年,本科,杭州,灿越科技,"移动互联网,企业服务",B轮,50-150人,年终奖金 周末双休 五险一金 出国旅游,https://www.lagou.com/jobs/6053385.html
DBA工程师,6k,11k,经验1-3年,大专,深圳,浩森时贷,金融,未融资,150-500人,"地铁周边,办公环境好,带薪年假,工作氛围好",https://www.lagou.com/jobs/3914189.html
dba开发工程师,9k,13k,经验3-5年,大专,廊坊,中交天枢,"移动互联网,企业服务",不需要融资,15-50人,晋升空间大,https://www.lagou.com/jobs/5600147.html
高级开发DBA工程师,16k,20k,经验1-3年,本科,上海,维信金融科技集团,金融,上市公司,2000人以上,"团队优秀,发展平台好",https://www.lagou.com/jobs/6071271.html
DBA工程师,15k,25k,经验3-5年,本科,北京,惠每云科技,医疗丨健康,B轮,50-150人,"海量数据,氛围自由",https://www.lagou.com/jobs/5521336.html
DBA工程师 JD（PS）,20k,30k,经验5-10年,本科,北京,Bespin Global China,不限,B轮,150-500人,五险一金、补充医疗、带薪休假,https://www.lagou.com/jobs/5375210.html
DBA工程师,15k,30k,经验3-5年,本科,深圳,CRNW,"移动互联网,电商",不需要融资,150-500人,"精英团队,千万级用户,发展空间大",https://www.lagou.com/jobs/5609616.html
DBA开发工程师,15k,25k,经验1-3年,本科,北京,水滴互助,"移动互联网,医疗丨健康",B轮,500-2000人,地铁周边、免费早餐、免费体检,https://www.lagou.com/jobs/6067516.html
高级Oracle DBA,15k,30k,经验5-10年,本科,深圳,新数科技,企业服务,A轮,50-150人,创新技术 发展稳健,https://www.lagou.com/jobs/5338141.html
高级DBA工程师,25k,35k,经验5-10年,本科,北京,现代金控,金融,不需要融资,150-500人,平台大 福利好,https://www.lagou.com/jobs/6088561.html
Oracle DBA（福州）,12k,18k,经验5-10年,大专,福州,高信达,不限,上市公司,500-2000人,五险一金 加班补助 交通补助 绩效奖金,https://www.lagou.com/jobs/5999300.html
DBA开发工程师,15k,25k,经验3-5年,本科,深圳,盒子科技,"移动互联网,金融",D轮及以上,500-2000人,"公司班车,下午茶,福利好,晋升空间大",https://www.lagou.com/jobs/3050862.html
DBA研发工程师,20k,40k,经验3-5年,本科,北京,hynm,"移动互联网,电商",上市公司,500-2000人,五险一金，健康体检,https://www.lagou.com/jobs/6077396.html
DBA开发工程师,5k,9k,经验1-3年,本科,青岛,青岛中瑞集团,"移动互联网,数据服务",A轮,2000人以上,15-18薪，双休，免费早午餐，半年调薪,https://www.lagou.com/jobs/5373835.html
PG DBA—平台事业部(J13179),20k,35k,经验3-5年,本科,北京,去哪儿网,旅游,不需要融资,2000人以上,"16薪,十天年假,六险一金",https://www.lagou.com/jobs/5102163.html
高级DBA工程师,20k,30k,经验3-5年,本科,成都,聚美优品,电商,上市公司,2000人以上,"五险一金,餐饮补贴,双休",https://www.lagou.com/jobs/5902836.html
高级My Sql DBA-贝壳上海,20k,30k,经验3-5年,不限,上海,贝壳,房产家居,D轮及以上,2000人以上,大平台牛人多六险一金10天年假,https://www.lagou.com/jobs/5445852.html
DBA高级工程师&nbsp;,15k,30k,经验3-5年,本科,深圳,迅策科技,"移动互联网,数据服务",A轮,50-150人,"金融科技,人工智能,六险一金,发展前景佳",https://www.lagou.com/jobs/5725078.html
高级DBA工程师,15k,25k,经验5-10年,本科,成都,迅游网络,移动互联网,上市公司,150-500人,六险一金，餐补，带薪年假，年度体检,https://www.lagou.com/jobs/5989041.html
资深/高级/中级 TiDB 交付 DBA,15k,30k,经验3-5年,不限,上海,PingCAP,"数据服务,企业服务",C轮,50-150人,五险一金（全额）补充医疗保险 双休 期权,https://www.lagou.com/jobs/5928322.html
高级DBA工程师 (MJ001329),15k,25k,经验3-5年,大专,广州,PPmoney互联网金融平台,金融,上市公司,500-2000人,"福利齐全,年底双薪,晋升机会多,氛围好",https://www.lagou.com/jobs/6047655.html
高级DBA工程师,15k,30k,经验5-10年,大专,北京,马上金融,"金融,移动互联网",不需要融资,2000人以上,优秀平台，五险一金，行业大咖,https://www.lagou.com/jobs/5860199.html
资深DBA工程师,20k,30k,经验3-5年,本科,北京,水滴互助,"移动互联网,医疗丨健康",B轮,500-2000人,五险一金，带薪年假，绩效奖金,https://www.lagou.com/jobs/6053540.html
DBA项目经理,17k,28k,经验5-10年,大专,北京,爱可生,数据服务,B轮,150-500人,"新三板,团建,技术大牛",https://www.lagou.com/jobs/5957596.html
数据库dba,10k,15k,经验1-3年,本科,杭州,爆米花网,文娱丨内容,不需要融资,50-150人,五险一金+双休,https://www.lagou.com/jobs/5919111.html
中级数据DBA开发工程师,10k,14k,经验3-5年,本科,成都,博雅成信,金融,不需要融资,500-2000人,双休，餐补，司龄工资,https://www.lagou.com/jobs/5996077.html
dba数据库,15k,25k,经验3-5年,大专,深圳,蓝色速度,"移动互联网,消费生活",A轮,50-150人,"红杉资本投,B2C,餐饮界京东",https://www.lagou.com/jobs/5392125.html
dba数据库,15k,30k,经验3-5年,大专,重庆,迅游科技,"移动互联网,游戏",不需要融资,150-500人,"五险一金,交通补贴,年底双薪,餐费补贴",https://www.lagou.com/jobs/5813763.html
DBA数据库管理员,15k,30k,经验1-3年,本科,北京,数美,"企业服务,数据服务",B轮,150-500人,快速发展，七险一金、薪酬给力，大牛导师,https://www.lagou.com/jobs/5706415.html
dba数据库管理员,25k,30k,经验3-5年,本科,北京,诺誉投资,"移动互联网,金融",B轮,150-500人,面试流程快,https://www.lagou.com/jobs/5993673.html
DBA数据库工程师（mysql）,8k,15k,经验1-3年,本科,广州,要出发,"电商,消费生活",D轮及以上,500-2000人,"公司平台,团队氛围,技术提升",https://www.lagou.com/jobs/4786097.html
DBA数据库管理员,8k,15k,经验1-3年,本科,北京,玩心游戏,"移动互联网,游戏",A轮,50-150人,"经验团队,有大牛,项目棒棒,年底国外游",https://www.lagou.com/jobs/5847384.html
dba数据库管理员,10k,20k,经验1-3年,本科,上海,五四互娱,游戏,未融资,150-500人,游戏氛围 节假日福利 交通餐补,https://www.lagou.com/jobs/5851371.html
dba数据库管理员,15k,30k,经验3-5年,本科,上海,泛微,"移动互联网,企业服务",上市公司,2000人以上,免费三餐、补贴福利，双休+法定节假日。,https://www.lagou.com/jobs/6030252.html
DBA数据库管理员,6k,8k,经验1-3年,大专,成都,广聚其力,"移动互联网,硬件",未融资,50-150人,"周末双休,五险一金,带薪休假,环境好",https://www.lagou.com/jobs/5963984.html
DBA数据库工程师,20k,35k,经验5-10年,本科,广州,安发网络科技有限公司,移动互联网,A轮,150-500人,"五险一金,节日福利,周末双休,年终奖金",https://www.lagou.com/jobs/5882233.html
